Time,Sno,Temperature,Humidity,Ground Radiation Intensity,Radiation Intensity in Upper Atmospher,Power Gen
1/15/19 6:00,1079,-15.514,0.001,0.073,1.176,0
1/15/19 7:00,1080,-16.364,0.001,18.115,77.869,231.493
1/15/19 8:00,1081,-16.597,0.001,99.523,246.694,1225.732
1/15/19 9:00,1082,-16.448,0.001,192.298,384.834,2484.406
1/15/19 10:00,1083,-16.08,0.001,263.143,471,3716.517
1/15/19 11:00,1084,-15.688,0.001,291.227,499.318,3805.482
1/15/19 12:00,1085,-15.544,0.001,275.364,467.888,3698.592
1/15/19 13:00,1086,-15.721,0.001,217.415,378.812,3369.656
1/15/19 14:00,1087,-16.338,0.001,125.912,238.198,2550.161
1/15/19 15:00,1088,-18.201,0.001,28.381,63.981,819.865
1/15/19 16:00,1089,-20.48,0.001,0.029,0.11,0
1/15/19 17:00,1090,-21.378,0.001,0,0,0
1/15/19 18:00,1091,-21.899,0.001,0,0,0
1/15/19 19:00,1092,-22.095,0.001,0,0,0
1/15/19 20:00,1093,-21.801,0.001,0,0,0
1/15/19 21:00,1094,-21.235,0.001,0,0,0
1/15/19 22:00,1095,-20.78,0.001,0,0,0
1/15/19 23:00,1096,-20.484,0.001,0,0,0
1/16/19 0:00,1097,-20.689,0.001,0,0,0
1/16/19 1:00,1098,-20.842,0.001,0,0,0
1/16/19 2:00,1099,-20.773,0.001,0,0,0
1/16/19 3:00,1100,-20.561,0.001,0,0,0
1/16/19 4:00,1101,-20.339,0.001,0,0,0
1/16/19 5:00,1102,-20.114,0.001,0,0,0
1/16/19 6:00,1103,-19.781,0.001,0.253,1.365,0
1/16/19 7:00,1104,-19.283,0.001,20.133,80.637,49.584
1/16/19 8:00,1105,-18.341,0.001,90.104,250.479,169.301
1/16/19 9:00,1106,-17.671,0.001,172.379,388.775,273.141
1/16/19 10:00,1107,-17.231,0.001,228.988,475.041,462.435
1/16/19 11:00,1108,-17.013,0.001,239.344,503.401,596.311
1/16/19 12:00,1109,-16.961,0.001,217.659,471.928,500.188
1/16/19 13:00,1110,-17.154,0.001,162.679,382.768,307.872
1/16/19 14:00,1111,-17.536,0.001,89.696,242.003,141.048
1/16/19 15:00,1112,-18.09,0.001,20.963,66.797,12.957
1/16/19 16:00,1113,-18.746,0.001,0.039,0.146,0
1/16/19 17:00,1114,-19.15,0.001,0,0,0
1/16/19 18:00,1115,-19.56,0.001,0,0,0
1/16/19 19:00,1116,-20.373,0,0,0,0
1/16/19 20:00,1117,-21.54,0,0,0,0
1/16/19 21:00,1118,-22.87,0,0,0,0
1/16/19 22:00,1119,-24.333,0,0,0,0
1/16/19 23:00,1120,-25.793,0,0,0,0
1/17/19 0:00,1121,-27.236,0,0,0,0
1/17/19 1:00,1122,-28.004,0,0,0,0
1/17/19 2:00,1123,-28.557,0,0,0,0
1/17/19 3:00,1124,-29.075,0,0,0,0
1/17/19 4:00,1125,-29.657,0,0,0,0
1/17/19 5:00,1126,-30.087,0,0,0,0
1/17/19 6:00,1127,-30.454,0,0.532,1.579,0
1/17/19 7:00,1128,-30.196,0,46.571,83.548,1954.637
1/17/19 8:00,1129,-28.006,0,168.851,254.397,3387.698
1/17/19 9:00,1130,-26.283,0,278.715,392.852,3786.692
1/17/19 10:00,1131,-24.696,0,343.045,479.225,3914.526
1/17/19 11:00,1132,-23.2,0,356.183,507.617,3825.52
1/17/19 12:00,1133,-22.089,0,327.131,476.117,3579.993
1/17/19 13:00,1134,-21.461,0,254.668,386.861,3033.318
1/17/19 14:00,1135,-21.519,0,148.72,245.952,2227.438
1/17/19 15:00,1136,-22.446,0,34.53,69.771,652.202
1/17/19 16:00,1137,-24.043,0,0.052,0.192,0
1/17/19 17:00,1138,-24.883,0,0,0,0
1/17/19 18:00,1139,-25.326,0,0,0,0
1/17/19 19:00,1140,-25.639,0,0,0,0
1/17/19 20:00,1141,-25.999,0,0,0,0
1/17/19 21:00,1142,-26.229,0,0,0,0
1/17/19 22:00,1143,-26.571,0,0,0,0
1/17/19 23:00,1144,-26.872,0,0,0,0
1/18/19 0:00,1145,-27.118,0,0,0,0
1/18/19 1:00,1146,-27.191,0,0,0,0
1/18/19 2:00,1147,-27.255,0,0,0,0
1/18/19 3:00,1148,-27.119,0,0,0,0
1/18/19 4:00,1149,-27.11,0,0,0,0
1/18/19 5:00,1150,-27.131,0,0,0,0
1/18/19 6:00,1151,-27.08,0,0.562,1.825,0
1/18/19 7:00,1152,-26.426,0,44.156,86.607,1350.39
1/18/19 8:00,1153,-23.736,0,162.931,258.455,3112.73
1/18/19 9:00,1154,-20.558,0,275.306,397.071,3703.83
1/18/19 10:00,1155,-17.935,0.001,348.847,483.544,3815.04
1/18/19 11:00,1156,-16.167,0.001,372.766,511.976,3753.092
1/18/19 12:00,1157,-15.187,0.001,344.769,480.448,3600.766
1/18/19 13:00,1158,-14.976,0.001,268.735,391.099,3232.316
1/18/19 14:00,1159,-15.546,0.001,154.311,250.023,2380.874
1/18/19 15:00,1160,-18.595,0.001,35.147,72.907,706.254
1/18/19 16:00,1161,-21.143,0.001,0.068,0.25,0
1/18/19 17:00,1162,-21.624,0.001,0,0,0
1/18/19 18:00,1163,-21.914,0.001,0,0,0
1/18/19 19:00,1164,-22.112,0.001,0,0,0
1/18/19 20:00,1165,-22.235,0.001,0,0,0
1/18/19 21:00,1166,-22.385,0.001,0,0,0
1/18/19 22:00,1167,-22.565,0.001,0,0,0
1/18/19 23:00,1168,-22.756,0.001,0,0,0
1/19/19 0:00,1169,-22.916,0.001,0,0,0
1/19/19 1:00,1170,-22.867,0.001,0,0,0
1/19/19 2:00,1171,-22.894,0.001,0,0,0
1/19/19 3:00,1172,-23.018,0.001,0,0,0
1/19/19 4:00,1173,-23.185,0.001,0,0,0
1/19/19 5:00,1174,-23.411,0.001,0,0,0
1/19/19 6:00,1175,-23.771,0.001,0.662,2.104,0
1/19/19 7:00,1176,-22.84,0.001,43.829,89.812,2238.532
1/19/19 8:00,1177,-18.868,0.001,149.439,262.634,2937.271
1/19/19 9:00,1178,-16.12,0.001,245.922,401.422,3348.083
1/19/19 10:00,1179,-13.836,0.001,309.497,488,3219.065
1/19/19 11:00,1180,-12.556,0.001,331.209,516.474,2869.998
1/19/19 12:00,1181,-11.937,0.001,307.81,484.911,2092.423
1/19/19 13:00,1182,-11.829,0.001,239.557,395.463,1738.417
1/19/19 14:00,1183,-12.383,0.001,136.728,254.231,1297.673
1/19/19 15:00,1184,-14.86,0.001,32.226,76.206,329.261
1/19/19 16:00,1185,-17.529,0.001,0.09,0.322,0
1/19/19 17:00,1186,-18.392,0.001,0,0,0
1/19/19 18:00,1187,-18.56,0.001,0,0,0
1/19/19 19:00,1188,-18.154,0.001,0,0,0
1/19/19 20:00,1189,-18.283,0.001,0,0,0
1/19/19 21:00,1190,-18.525,0.001,0,0,0
1/19/19 22:00,1191,-19.062,0.001,0,0,0
1/19/19 23:00,1192,-19.261,0.001,0,0,0
1/20/19 0:00,1193,-19.721,0.001,0,0,0
1/20/19 1:00,1194,-19.894,0.001,0,0,0
1/20/19 2:00,1195,-19.913,0.001,0,0,0
1/20/19 3:00,1196,-20.047,0.001,0,0,0
1/20/19 4:00,1197,-20.298,0.001,0,0,0
1/20/19 5:00,1198,-20.577,0.001,0,0,0
1/20/19 6:00,1199,-20.798,0.001,0.537,2.418,0
1/20/19 7:00,1200,-20.469,0.001,33.095,93.168,424.252
1/20/19 8:00,1201,-18.872,0.001,123.731,266.951,926.536
1/20/19 9:00,1202,-17.493,0.001,222.758,405.91,1597.07
1/20/19 10:00,1203,-16.231,0.001,288.039,492.593,2516.684
1/20/19 11:00,1204,-15.276,0.001,301.432,521.102,2887.409
1/20/19 12:00,1205,-14.623,0.001,273.445,489.509,3218.365
1/20/19 13:00,1206,-14.462,0.001,211.023,399.959,2986.571
1/20/19 14:00,1207,-14.855,0.001,123.366,258.565,2152.297
1/20/19 15:00,1208,-16.077,0.001,31.052,79.667,436.889
1/20/19 16:00,1209,-18.014,0.001,0.097,0.41,0
1/20/19 17:00,1210,-19.453,0.001,0,0,0
1/20/19 18:00,1211,-20.899,0.001,0,0,0
1/20/19 19:00,1212,-21.862,0.001,0,0,0
1/20/19 20:00,1213,-22.461,0.001,0,0,0
1/20/19 21:00,1214,-22.979,0.001,0,0,0
1/20/19 22:00,1215,-23.313,0.001,0,0,0
1/20/19 23:00,1216,-23.498,0.001,0,0,0
1/21/19 0:00,1217,-23.693,0.001,0,0,0
1/21/19 1:00,1218,-23.781,0.001,0,0,0
1/21/19 2:00,1219,-23.738,0.001,0,0,0
1/21/19 3:00,1220,-23.727,0.001,0,0,0
1/21/19 4:00,1221,-23.709,0.001,0,0,0
1/21/19 5:00,1222,-23.603,0.001,0,0,0
1/21/19 6:00,1223,-23.457,0.001,0.777,2.772,0
1/21/19 7:00,1224,-22.719,0.001,43.101,96.672,2230.682
1/21/19 8:00,1225,-19.815,0.001,155.397,271.394,3213.296
1/21/19 9:00,1226,-16.951,0.001,265.362,410.515,3751.41
1/21/19 10:00,1227,-14.102,0.001,338.826,497.311,3860.898
1/21/19 11:00,1228,-12.627,0.001,364.707,525.869,3779.244
1/21/19 12:00,1229,-11.938,0.001,343.928,494.236,3624.046
1/21/19 13:00,1230,-11.82,0.001,272.365,404.58,3264.455
1/21/19 14:00,1231,-12.437,0.001,160.975,263.024,2459.947
1/21/19 15:00,1232,-15.788,0.001,40.387,83.297,821.143
1/21/19 16:00,1233,-18.533,0.001,0.151,0.519,0
1/21/19 17:00,1234,-19.125,0.001,0,0,0
1/21/19 18:00,1235,-19.635,0.001,0,0,0
1/21/19 19:00,1236,-19.994,0.001,0,0,0
1/21/19 20:00,1237,-20.198,0.001,0,0,0
1/21/19 21:00,1238,-19.936,0.001,0,0,0
1/21/19 22:00,1239,-19.432,0.001,0,0,0
1/21/19 23:00,1240,-18.922,0.001,0,0,0
1/22/19 0:00,1241,-18.631,0.001,0,0,0
1/22/19 1:00,1242,-18.368,0.001,0,0,0
1/22/19 2:00,1243,-18.029,0.001,0,0,0
1/22/19 3:00,1244,-17.366,0.001,0,0,0
1/22/19 4:00,1245,-16.862,0.001,0,0,0
1/22/19 5:00,1246,-16.569,0.001,0,0,0
1/22/19 6:00,1247,-16.438,0.001,0.849,3.171,0
1/22/19 7:00,1248,-15.749,0.001,30.238,100.326,167.094
1/22/19 8:00,1249,-14.294,0.001,101.164,275.955,290.983
1/22/19 9:00,1250,-12.85,0.001,173.668,415.256,516.259
1/22/19 10:00,1251,-11.338,0.001,226.602,502.168,709.614
1/22/19 11:00,1252,-10.396,0.001,249.615,530.751,666.57
1/22/19 12:00,1253,-9.889,0.001,238.488,499.086,553.825
1/22/19 13:00,1254,-9.622,0.001,188.971,409.338,500.004
1/22/19 14:00,1255,-10.008,0.001,111.961,267.61,290.8
1/22/19 15:00,1256,-11.306,0.001,31.533,87.095,57.673
1/22/19 16:00,1257,-12.422,0.001,0.2,0.652,0
1/22/19 17:00,1258,-12.442,0.001,0,0,0
1/22/19 18:00,1259,-12.661,0.001,0,0,0
1/22/19 19:00,1260,-13.38,0.001,0,0,0
1/22/19 20:00,1261,-14.209,0.001,0,0,0
1/22/19 21:00,1262,-15.658,0.001,0,0,0
1/22/19 22:00,1263,-17.449,0.001,0,0,0
1/22/19 23:00,1264,-18.49,0.001,0,0,0
1/23/19 0:00,1265,-18.953,0.001,0,0,0
1/23/19 1:00,1266,-19.005,0.001,0,0,0
1/23/19 2:00,1267,-18.873,0.001,0,0,0
1/23/19 3:00,1268,-18.834,0.001,0,0,0
1/23/19 4:00,1269,-18.559,0.001,0,0,0
1/23/19 5:00,1270,-18.601,0.001,0,0,0
1/23/19 6:00,1271,-18.747,0.001,0.754,3.619,0
1/23/19 7:00,1272,-18.109,0.001,38.203,104.133,347.904
1/23/19 8:00,1273,-16.097,0.001,141.789,280.645,1318.647
1/23/19 9:00,1274,-14.556,0.001,241.78,420.116,2299.304
1/23/19 10:00,1275,-13.601,0.001,310.005,507.129,3177.84
1/23/19 11:00,1276,-13.041,0.001,320.749,535.765,3148.879
1/23/19 12:00,1277,-12.724,0.001,290.446,504.07,2425.081
1/23/19 13:00,1278,-12.714,0.001,223.703,414.208,1372.967
1/23/19 14:00,1279,-12.955,0.001,130.624,272.315,593.735
1/23/19 15:00,1280,-13.535,0.001,35.881,91.059,121.333
1/23/19 16:00,1281,-14.356,0.001,0.247,0.813,0
1/23/19 17:00,1282,-14.904,0.001,0,0,0
1/23/19 18:00,1283,-15.672,0.001,0,0,0
1/23/19 19:00,1284,-16.391,0.001,0,0,0
1/23/19 20:00,1285,-17.086,0.001,0,0,0
1/23/19 21:00,1286,-18.139,0.001,0,0,0
1/23/19 22:00,1287,-18.673,0.001,0,0,0
1/23/19 23:00,1288,-19.279,0.001,0,0,0
1/24/19 0:00,1289,-19.348,0.001,0,0,0
1/24/19 1:00,1290,-19.114,0.001,0,0,0
1/24/19 2:00,1291,-18.943,0.001,0,0,0
1/24/19 3:00,1292,-18.906,0.001,0,0,0
1/24/19 4:00,1293,-18.914,0.001,0,0,0
1/24/19 5:00,1294,-19.325,0.001,0,0,0
1/24/19 6:00,1295,-19.607,0.001,1.226,4.12,0
1/24/19 7:00,1296,-19.194,0.001,44.352,108.09,466.504
1/24/19 8:00,1297,-17.349,0.001,142.252,285.449,1234.825
1/24/19 9:00,1298,-15.424,0.001,242.654,425.098,2190.108
1/24/19 10:00,1299,-13.837,0.001,308.112,512.229,2471.933
1/24/19 11:00,1300,-12.524,0.001,325.032,540.906,2676.037
1/24/19 12:00,1301,-11.731,0.001,293.701,509.165,2466.167
1/24/19 13:00,1302,-11.594,0.001,221.198,419.203,1863.703
1/24/19 14:00,1303,-12.046,0.001,123.871,277.14,1055.696
1/24/19 15:00,1304,-13.628,0.001,31.915,95.191,275.022
1/24/19 16:00,1305,-16.135,0.001,0.16,1.009,0
1/24/19 17:00,1306,-17.332,0.001,0,0,0
1/24/19 18:00,1307,-17.962,0.001,0,0,0
1/24/19 19:00,1308,-18.454,0.001,0,0,0
1/24/19 20:00,1309,-18.783,0.001,0,0,0
1/24/19 21:00,1310,-19.02,0.001,0,0,0
1/24/19 22:00,1311,-18.981,0.001,0,0,0
1/24/19 23:00,1312,-18.703,0.001,0,0,0
1/25/19 0:00,1313,-18.561,0.001,0,0,0
1/25/19 1:00,1314,-18.434,0.001,0,0,0
1/25/19 2:00,1315,-18.252,0.001,0,0,0
1/25/19 3:00,1316,-18.084,0.001,0,0,0
1/25/19 4:00,1317,-17.95,0.001,0,0,0
1/25/19 5:00,1318,-17.877,0.001,0,0,0
1/25/19 6:00,1319,-17.739,0.001,1.17,4.679,0
1/25/19 7:00,1320,-16.724,0.001,38.682,112.195,164.837
1/25/19 8:00,1321,-15.284,0.001,125.431,290.377,309.739
1/25/19 9:00,1322,-14.233,0.001,209.611,430.199,519.909
1/25/19 10:00,1323,-13.216,0.001,263.499,517.442,821.051
1/25/19 11:00,1324,-12.371,0.001,273.666,546.154,1184.028
1/25/19 12:00,1325,-11.832,0.001,251.341,514.386,959.044
1/25/19 13:00,1326,-11.567,0.001,196.713,424.312,739.848
1/25/19 14:00,1327,-11.658,0.001,117.531,282.077,416.456
1/25/19 15:00,1328,-12.523,0.001,34.052,99.486,118.406
1/25/19 16:00,1329,-14.477,0.001,0.338,1.244,0
1/25/19 17:00,1330,-15.029,0.001,0,0,0
1/25/19 18:00,1331,-15.652,0.001,0,0,0
1/25/19 19:00,1332,-17.012,0.001,0,0,0
1/25/19 20:00,1333,-17.613,0.001,0,0,0
1/25/19 21:00,1334,-17.489,0.001,0,0,0
1/25/19 22:00,1335,-17.391,0.001,0,0,0
1/25/19 23:00,1336,-18.046,0.001,0,0,0
1/26/19 0:00,1337,-18.77,0.001,0,0,0
1/26/19 1:00,1338,-19.089,0.001,0,0,0
1/26/19 2:00,1339,-19.526,0.001,0,0,0
1/26/19 3:00,1340,-19.625,0.001,0,0,0
1/26/19 4:00,1341,-20.095,0.001,0,0,0
1/26/19 5:00,1342,-20.285,0.001,0,0,0
1/26/19 6:00,1343,-20.351,0.001,1.756,5.301,0
1/26/19 7:00,1344,-19.358,0.001,55.399,116.448,684.123
1/26/19 8:00,1345,-17.018,0.001,185.88,295.408,3291.457
1/26/19 9:00,1346,-14.427,0.001,310.35,435.417,3815.894
1/26/19 10:00,1347,-12.261,0.001,389.996,522.776,3867.073
1/26/19 11:00,1348,-10.432,0.001,414.188,551.518,3759.549
1/26/19 12:00,1349,-9.301,0.001,384.496,519.723,3600.801
1/26/19 13:00,1350,-8.91,0.001,305.371,429.539,3263.011
1/26/19 14:00,1351,-9.393,0.001,186.424,287.127,2545.804
1/26/19 15:00,1352,-11.98,0.001,55.07,103.946,1019.553
1/26/19 16:00,1353,-15.185,0.001,0.513,1.527,0
1/26/19 17:00,1354,-15.9,0.001,0,0,0
1/26/19 18:00,1355,-16.262,0.001,0,0,0
1/26/19 19:00,1356,-16.463,0.001,0,0,0
1/26/19 20:00,1357,-16.687,0.001,0,0,0
1/26/19 21:00,1358,-16.883,0.001,0,0,0
1/26/19 22:00,1359,-16.952,0.001,0,0,0
1/26/19 23:00,1360,-16.899,0.001,0,0,0
1/27/19 0:00,1361,-16.876,0.001,0,0,0
1/27/19 1:00,1362,-16.928,0.001,0,0,0
1/27/19 2:00,1363,-17.15,0.001,0,0,0
1/27/19 3:00,1364,-17.492,0.001,0,0,0
1/27/19 4:00,1365,-17.822,0.001,0,0,0
1/27/19 5:00,1366,-17.975,0.001,0,0,0
1/27/19 6:00,1367,-17.794,0.001,2.052,5.991,0
1/27/19 7:00,1368,-16.242,0.001,54.729,120.851,768.004
1/27/19 8:00,1369,-13.585,0.001,166.798,300.552,968.418
1/27/19 9:00,1370,-11.325,0.001,271.316,440.739,1519.005
1/27/19 10:00,1371,-9.106,0.001,338.344,528.21,2568.076
1/27/19 11:00,1372,-7.49,0.001,355.725,556.999,3273.975
1/27/19 12:00,1373,-6.579,0.001,324.418,525.159,3230.025
1/27/19 13:00,1374,-6.308,0.001,251.744,434.869,2861.925
1/27/19 14:00,1375,-6.81,0.002,151.432,292.291,2052.339
1/27/19 15:00,1376,-9.705,0.001,44.509,108.561,625.198
1/27/19 16:00,1377,-12.917,0.001,0.454,1.867,0
1/27/19 17:00,1378,-13.679,0.001,0,0,0
1/27/19 18:00,1379,-14.294,0.001,0,0,0
1/27/19 19:00,1380,-14.652,0.001,0,0,0
1/27/19 20:00,1381,-14.695,0.001,0,0,0
1/27/19 21:00,1382,-14.252,0.001,0,0,0
1/27/19 22:00,1383,-13.805,0.001,0,0,0
1/27/19 23:00,1384,-14.139,0.001,0,0,0
1/28/19 0:00,1385,-14.711,0.001,0,0,0
1/28/19 1:00,1386,-15.164,0.001,0,0,0
1/28/19 2:00,1387,-16.138,0.001,0,0,0
1/28/19 3:00,1388,-17.013,0.001,0,0,0
1/28/19 4:00,1389,-16.744,0.001,0,0,0
1/28/19 5:00,1390,-16.767,0.001,0,0,0
1/28/19 6:00,1391,-17.236,0.001,1.409,6.756,199.084
1/28/19 7:00,1392,-16.98,0.001,47.129,125.401,506.581
1/28/19 8:00,1393,-15.247,0.001,155.587,305.805,1555.861
1/28/19 9:00,1394,-13.442,0.001,266.187,446.17,2164.124
1/28/19 10:00,1395,-11.742,0.001,343.041,533.758,2538.408
1/28/19 11:00,1396,-10.733,0.001,369.729,562.598,2572.143
1/28/19 12:00,1397,-10.496,0.001,344.597,530.714,1726.176
1/28/19 13:00,1398,-10.59,0.001,272.947,440.32,1208.511
1/28/19 14:00,1399,-10.989,0.001,166.892,297.557,543.379
1/28/19 15:00,1400,-11.873,0.001,51.942,113.325,154.805
1/28/19 16:00,1401,-14.298,0.001,0.724,2.272,0
1/28/19 17:00,1402,-16.056,0.001,0,0,0
1/28/19 18:00,1403,-17.205,0.001,0,0,0
1/28/19 19:00,1404,-17.959,0.001,0,0,0
1/28/19 20:00,1405,-18.507,0.001,0,0,0
1/28/19 21:00,1406,-18.933,0.001,0,0,0
1/28/19 22:00,1407,-19.313,0.001,0,0,0
1/28/19 23:00,1408,-19.644,0.001,0,0,0
1/29/19 0:00,1409,-19.851,0.001,0,0,0
1/29/19 1:00,1410,-19.842,0.001,0,0,0
1/29/19 2:00,1411,-19.805,0.001,0,0,0
1/29/19 3:00,1412,-19.678,0.001,0,0,0
1/29/19 4:00,1413,-19.575,0.001,0,0,0
1/29/19 5:00,1414,-19.55,0.001,0,0,0
1/29/19 6:00,1415,-19.664,0.001,2.448,7.601,4.289
1/29/19 7:00,1416,-18.102,0.001,57.263,130.09,807.542
1/29/19 8:00,1417,-15.178,0.001,177.666,311.162,2754.174
1/29/19 9:00,1418,-12.297,0.001,285,451.711,3305.879
1/29/19 10:00,1419,-9.638,0.001,347.051,539.407,3363.515
1/29/19 11:00,1420,-8.136,0.001,355.513,568.28,3100.147
1/29/19 12:00,1421,-7.46,0.001,315.19,536.37,2467.26
1/29/19 13:00,1422,-7.397,0.001,233.113,445.858,1699.792
1/29/19 14:00,1423,-7.993,0.001,131.627,302.92,820.592
1/29/19 15:00,1424,-9.557,0.001,39.347,118.236,177.081
1/29/19 16:00,1425,-10.93,0.001,0.717,2.752,0
1/29/19 17:00,1426,-11.154,0.001,0,0,0
1/29/19 18:00,1427,-12.082,0.001,0,0,0
1/29/19 19:00,1428,-13.506,0.001,0,0,0
1/29/19 20:00,1429,-13.966,0.001,0,0,0
1/29/19 21:00,1430,-14.525,0.001,0,0,0
1/29/19 22:00,1431,-14.7,0.001,0,0,0
1/29/19 23:00,1432,-14.74,0.001,0,0,0
1/30/19 0:00,1433,-14.67,0.001,0,0,0
1/30/19 1:00,1434,-14.038,0.001,0,0,0
1/30/19 2:00,1435,-13.295,0.001,0,0,0
1/30/19 3:00,1436,-12.695,0.001,0,0,0
1/30/19 4:00,1437,-12.795,0.001,0,0,0
1/30/19 5:00,1438,-12.952,0.001,0,0,0
1/30/19 6:00,1439,-12.906,0.001,2.159,8.532,0
1/30/19 7:00,1440,-12.677,0.001,52.358,134.922,220.723
1/30/19 8:00,1441,-11.966,0.001,159.951,316.62,665.596
1/30/19 9:00,1442,-11.164,0.001,263.793,457.351,1127.986
1/30/19 10:00,1443,-10.646,0.001,329.859,545.161,1529.527
1/30/19 11:00,1444,-10.43,0.001,332.772,574.068,1392.06
1/30/19 12:00,1445,-10.567,0.001,291.975,542.133,881.064
1/30/19 13:00,1446,-10.984,0.001,226.652,451.507,443.233
1/30/19 14:00,1447,-11.529,0.001,141.066,308.396,207.985
1/30/19 15:00,1448,-12.323,0.001,49.793,123.289,26.463
1/30/19 16:00,1449,-13.131,0.001,1.119,3.317,0
1/30/19 17:00,1450,-13.52,0.001,0,0,0
1/30/19 18:00,1451,-13.831,0.001,0,0,0
1/30/19 19:00,1452,-14.225,0.001,0,0,0
1/30/19 20:00,1453,-14.856,0.001,0,0,0
1/30/19 21:00,1454,-15.707,0.001,0,0,0
1/30/19 22:00,1455,-16.548,0.001,0,0,0
1/30/19 23:00,1456,-17.391,0.001,0,0,0
1/31/19 0:00,1457,-18.337,0.001,0,0,0
1/31/19 1:00,1458,-19.825,0.001,0,0,0
1/31/19 2:00,1459,-21.603,0,0,0,0
1/31/19 3:00,1460,-22.774,0,0,0,0
1/31/19 4:00,1461,-23.925,0,0,0,0
1/31/19 5:00,1462,-24.569,0,0,0,0
1/31/19 6:00,1463,-24.972,0,3.807,9.557,15.77
1/31/19 7:00,1464,-24.069,0,80.122,139.891,1902.655
1/31/19 8:00,1465,-21.056,0,221.705,322.181,3555.602
1/31/19 9:00,1466,-18.814,0,344.006,463.087,3948.113
1/31/19 10:00,1467,-17.18,0.001,421.922,551.005,4005.425
1/31/19 11:00,1468,-16.041,0.001,443.749,579.961,3479.463
1/31/19 12:00,1469,-15.558,0.001,409.802,547.972,2352.88
1/31/19 13:00,1470,-15.533,0.001,323.045,457.242,1034.527
1/31/19 14:00,1471,-15.682,0.001,193.636,313.966,553.987
1/31/19 15:00,1472,-16.126,0.001,61.733,128.47,175.329
1/31/19 16:00,1473,-17.12,0.001,1.296,3.98,0
1/31/19 17:00,1474,-18.391,0.001,0,0,0
1/31/19 18:00,1475,-20.371,0.001,0,0,0
1/31/19 19:00,1476,-21.631,0.001,0,0,0
1/31/19 20:00,1477,-22.264,0.001,0,0,0
1/31/19 21:00,1478,-22.567,0.001,0,0,0
1/31/19 22:00,1479,-22.795,0.001,0,0,0
1/31/19 23:00,1480,-22.881,0.001,0,0,0
2/1/19 0:00,1481,-22.596,0.001,0,0,0
2/1/19 1:00,1482,-22.317,0.001,0,0,0
2/1/19 2:00,1483,-22.219,0.001,0,0,0
2/1/19 3:00,1484,-22.3,0.001,0,0,0
2/1/19 4:00,1485,-22.418,0.001,0,0,0
2/1/19 5:00,1486,-22.13,0.001,0,0,0
2/1/19 6:00,1487,-21.442,0.001,3.337,10.681,2.756
2/1/19 7:00,1488,-19.458,0.001,58.854,144.992,653.659
2/1/19 8:00,1489,-16.559,0.001,168.562,327.834,1770.965
2/1/19 9:00,1490,-14.018,0.001,273.016,468.917,2989.819
2/1/19 10:00,1491,-11.822,0.001,345.2,556.954,3579.856
2/1/19 11:00,1492,-10.676,0.001,371.423,585.948,3420.7
2/1/19 12:00,1493,-10.236,0.001,351.513,553.936,3465.986
2/1/19 13:00,1494,-10.234,0.001,283.647,463.087,3247.944
2/1/19 14:00,1495,-10.796,0.001,180.174,319.633,2568.105
2/1/19 15:00,1496,-13.437,0.001,61.974,133.777,1136.176
2/1/19 16:00,1497,-16.545,0.001,1.378,4.751,0
2/1/19 17:00,1498,-16.969,0.001,0,0,0
2/1/19 18:00,1499,-17.219,0.001,0,0,0
2/1/19 19:00,1500,-17.479,0.001,0,0,0
2/1/19 20:00,1501,-17.699,0.001,0,0,0
2/1/19 21:00,1502,-17.846,0.001,0,0,0
2/1/19 22:00,1503,-18.114,0.001,0,0,0
2/1/19 23:00,1504,-18.431,0.001,0,0,0
2/2/19 0:00,1505,-18.742,0.001,0,0,0
2/2/19 1:00,1506,-19.098,0.001,0,0,0
2/2/19 2:00,1507,-19.56,0.001,0,0,0
2/2/19 3:00,1508,-20.174,0.001,0,0,0
2/2/19 4:00,1509,-20.821,0.001,0,0,0
2/2/19 5:00,1510,-21.027,0.001,0,0,0
2/2/19 6:00,1511,-20.948,0.001,4.327,11.913,16.317
2/2/19 7:00,1512,-19.34,0.001,63.281,150.228,780.273
2/2/19 8:00,1513,-16.241,0.001,159.492,333.578,1194.251
2/2/19 9:00,1514,-14.058,0.001,244.817,474.841,1741.02
2/2/19 10:00,1515,-11.561,0.001,300.051,562.997,2233.995
2/2/19 11:00,1516,-9.961,0.001,312.591,592.02,2100.384
2/2/19 12:00,1517,-9.055,0.001,292.215,559.969,1727.488
2/2/19 13:00,1518,-9.006,0.001,227.919,469.017,1038.435
2/2/19 14:00,1519,-9.732,0.001,135.962,325.389,407.178
2/2/19 15:00,1520,-10.991,0.001,42.712,139.201,74.354
2/2/19 16:00,1521,-12.142,0.001,1.209,5.638,0
2/2/19 17:00,1522,-12.834,0.001,0,0,0
2/2/19 18:00,1523,-13.395,0.001,0,0,0
2/2/19 19:00,1524,-13.916,0.001,0,0,0
2/2/19 20:00,1525,-14.511,0.001,0,0,0
2/2/19 21:00,1526,-14.956,0.001,0,0,0
2/2/19 22:00,1527,-14.944,0.001,0,0,0
2/2/19 23:00,1528,-15.422,0.001,0,0,0
2/3/19 0:00,1529,-16.105,0.001,0,0,0
2/3/19 1:00,1530,-16.651,0.001,0,0,0
2/3/19 2:00,1531,-17.123,0.001,0,0,0
2/3/19 3:00,1532,-17.396,0.001,0,0,0
2/3/19 4:00,1533,-17.473,0.001,0,0,0
